Date,State,StateAbbreviation,NumberOfFloods
2009-01-01,California,CA,0
2009-02-01,California,CA,6
2009-03-01,California,CA,1
2009-04-01,California,CA,1
2009-05-01,California,CA,1
2009-06-01,California,CA,0
2009-07-01,California,CA,1
2009-08-01,California,CA,2
2009-09-01,California,CA,8
2009-10-01,California,CA,20
2009-11-01,California,CA,0
2009-12-01,California,CA,5
2010-01-01,California,CA,50
2010-02-01,California,CA,9
2010-03-01,California,CA,0
2010-04-01,California,CA,1
2010-05-01,California,CA,0
2010-06-01,California,CA,1
2010-07-01,California,CA,4
2010-08-01,California,CA,14
2010-09-01,California,CA,0
2010-10-01,California,CA,13
2010-11-01,California,CA,3
2010-12-01,California,CA,39
2011-01-01,California,CA,13
2011-02-01,California,CA,9
2011-03-01,California,CA,33
2011-04-01,California,CA,1
2011-05-01,California,CA,1
2011-06-01,California,CA,15
2011-07-01,California,CA,31
2011-08-01,California,CA,8
2011-09-01,California,CA,16
2011-10-01,California,CA,0
2011-11-01,California,CA,0
2011-12-01,California,CA,0
2012-01-01,California,CA,0
2012-02-01,California,CA,0
2012-03-01,California,CA,5
2012-04-01,California,CA,5
2012-05-01,California,CA,0
2012-06-01,California,CA,0
2012-07-01,California,CA,40
2012-08-01,California,CA,40
2012-09-01,California,CA,22
2012-10-01,California,CA,11
2012-11-01,California,CA,17
2012-12-01,California,CA,54
2013-01-01,California,CA,1
2013-02-01,California,CA,0
2013-03-01,California,CA,5
2013-04-01,California,CA,0
2013-05-01,California,CA,2
2013-06-01,California,CA,0
2013-07-01,California,CA,38
2013-08-01,California,CA,54
2013-09-01,California,CA,48
2013-10-01,California,CA,0
2013-11-01,California,CA,20
2013-12-01,California,CA,2
2014-01-01,California,CA,1
2014-02-01,California,CA,38
2014-03-01,California,CA,8
2014-04-01,California,CA,0
2014-05-01,California,CA,4
2014-06-01,California,CA,2
2014-07-01,California,CA,44
2014-08-01,California,CA,126
2014-09-01,California,CA,58
2014-10-01,California,CA,4
2014-11-01,California,CA,4
2014-12-01,California,CA,174
2015-01-01,California,CA,4
2015-02-01,California,CA,32
2015-03-01,California,CA,2
2015-04-01,California,CA,6
2015-05-01,California,CA,16
2015-06-01,California,CA,30
2015-07-01,California,CA,148
2015-08-01,California,CA,12
2015-09-01,California,CA,40
2015-10-01,California,CA,43
2015-11-01,California,CA,3
2015-12-01,California,CA,10
2016-01-01,California,CA,27
2016-02-01,California,CA,0
2016-03-01,California,CA,2
2016-04-01,California,CA,0
2016-05-01,California,CA,6
2016-06-01,California,CA,4
2016-07-01,California,CA,8
2016-08-01,California,CA,21
2016-09-01,California,CA,1
2016-10-01,California,CA,2
2016-11-01,California,CA,0
2016-12-01,California,CA,46
2017-01-01,California,CA,146
2017-02-01,California,CA,244
2017-03-01,California,CA,15
2017-04-01,California,CA,8
2017-05-01,California,CA,4
2017-06-01,California,CA,14
2017-07-01,California,CA,40
2017-08-01,California,CA,40
2017-09-01,California,CA,30
2017-10-01,California,CA,1
2017-11-01,California,CA,3
2017-12-01,California,CA,0
2018-01-01,California,CA,27
2018-02-01,California,CA,2
2018-03-01,California,CA,46
2018-04-01,California,CA,4
2018-05-01,California,CA,0
2018-06-01,California,CA,0
2018-07-01,California,CA,29
2018-08-01,California,CA,21
2018-09-01,California,CA,8
2018-10-01,California,CA,0
2018-11-01,California,CA,46
2018-12-01,California,CA,6
2019-01-01,California,CA,149
2019-02-01,California,CA,294
2019-03-01,California,CA,56
2019-04-01,California,CA,16
2019-05-01,California,CA,36
2019-06-01,California,CA,8
2019-07-01,California,CA,13
2019-08-01,California,CA,1
2019-09-01,California,CA,15
2019-10-01,California,CA,0
2019-11-01,California,CA,51
2019-12-01,California,CA,67
2020-01-01,California,CA,39
2020-02-01,California,CA,0
2020-03-01,California,CA,26
2020-04-01,California,CA,23
2020-05-01,California,CA,4
2020-06-01,California,CA,1
2020-07-01,California,CA,1
2020-08-01,California,CA,7
2020-09-01,California,CA,0
2020-10-01,California,CA,0
2020-11-01,California,CA,5
2020-12-01,California,CA,12
2021-01-01,California,CA,0
2021-02-01,California,CA,0
2021-03-01,California,CA,0
2021-04-01,California,CA,0
2021-05-01,California,CA,0
2021-06-01,California,CA,0
2021-07-01,California,CA,0
2021-08-01,California,CA,0
2021-09-01,California,CA,0
2021-10-01,California,CA,0
2021-11-01,California,CA,0
2021-12-01,California,CA,0
2006-01-01,Colorado,CO,0
2006-02-01,Colorado,CO,0
2006-03-01,Colorado,CO,0
2006-04-01,Colorado,CO,0
2006-05-01,Colorado,CO,0
2006-06-01,Colorado,CO,0
2006-07-01,Colorado,CO,0
2006-08-01,Colorado,CO,0
2006-09-01,Colorado,CO,0
2006-10-01,Colorado,CO,5
2006-11-01,Colorado,CO,0
2006-12-01,Colorado,CO,0
2007-01-01,Colorado,CO,1
2007-02-01,Colorado,CO,0
2007-03-01,Colorado,CO,0
2007-04-01,Colorado,CO,3
2007-05-01,Colorado,CO,3
2007-06-01,Colorado,CO,6
2007-07-01,Colorado,CO,21
2007-08-01,Colorado,CO,18
2007-09-01,Colorado,CO,1
2007-10-01,Colorado,CO,0
2007-11-01,Colorado,CO,0
2007-12-01,Colorado,CO,0
2008-01-01,Colorado,CO,0
2008-02-01,Colorado,CO,0
2008-03-01,Colorado,CO,0
2008-04-01,Colorado,CO,0
2008-05-01,Colorado,CO,8
2008-06-01,Colorado,CO,12
2008-07-01,Colorado,CO,10
2008-08-01,Colorado,CO,18
2008-09-01,Colorado,CO,1
2008-10-01,Colorado,CO,0
2008-11-01,Colorado,CO,0
2008-12-01,Colorado,CO,0
2009-01-01,Colorado,CO,0
2009-02-01,Colorado,CO,0
2009-03-01,Colorado,CO,0
2009-04-01,Colorado,CO,0
2009-05-01,Colorado,CO,4
2009-06-01,Colorado,CO,4
2009-07-01,Colorado,CO,14
2009-08-01,Colorado,CO,4
2009-09-01,Colorado,CO,0
2009-10-01,Colorado,CO,0
2009-11-01,Colorado,CO,0
2009-12-01,Colorado,CO,0
2010-01-01,Colorado,CO,1
2010-02-01,Colorado,CO,0
2010-03-01,Colorado,CO,0
2010-04-01,Colorado,CO,2
2010-05-01,Colorado,CO,1
2010-06-01,Colorado,CO,11
2010-07-01,Colorado,CO,23
2010-08-01,Colorado,CO,10
2010-09-01,Colorado,CO,0
2010-10-01,Colorado,CO,0
2010-11-01,Colorado,CO,0
2010-12-01,Colorado,CO,0
2011-01-01,Colorado,CO,0
2011-02-01,Colorado,CO,0
2011-03-01,Colorado,CO,0
2011-04-01,Colorado,CO,0
2011-05-01,Colorado,CO,4
2011-06-01,Colorado,CO,8
2011-07-01,Colorado,CO,30
2011-08-01,Colorado,CO,10
2011-09-01,Colorado,CO,3
2011-10-01,Colorado,CO,0
2011-11-01,Colorado,CO,0
2011-12-01,Colorado,CO,0
2012-01-01,Colorado,CO,0
2012-02-01,Colorado,CO,0
2012-03-01,Colorado,CO,0
2012-04-01,Colorado,CO,0
2012-05-01,Colorado,CO,0
2012-06-01,Colorado,CO,4
2012-07-01,Colorado,CO,22
2012-08-01,Colorado,CO,1
2012-09-01,Colorado,CO,1
2012-10-01,Colorado,CO,0
2012-11-01,Colorado,CO,0
2012-12-01,Colorado,CO,0
2013-01-01,Colorado,CO,0
2013-02-01,Colorado,CO,0
2013-03-01,Colorado,CO,0
2013-04-01,Colorado,CO,0
2013-05-01,Colorado,CO,0
2013-06-01,Colorado,CO,0
2013-07-01,Colorado,CO,23
2013-08-01,Colorado,CO,32
2013-09-01,Colorado,CO,70
2013-10-01,Colorado,CO,0
2013-11-01,Colorado,CO,0
2013-12-01,Colorado,CO,0
2014-01-01,Colorado,CO,0
2014-02-01,Colorado,CO,0
2014-03-01,Colorado,CO,0
2014-04-01,Colorado,CO,0
2014-05-01,Colorado,CO,12
2014-06-01,Colorado,CO,10
2014-07-01,Colorado,CO,119
2014-08-01,Colorado,CO,29
2014-09-01,Colorado,CO,10
2014-10-01,Colorado,CO,4
2014-11-01,Colorado,CO,0
2014-12-01,Colorado,CO,0
2015-01-01,Colorado,CO,0
2015-02-01,Colorado,CO,0
2015-03-01,Colorado,CO,0
2015-04-01,Colorado,CO,0
2015-05-01,Colorado,CO,64
2015-06-01,Colorado,CO,73
2015-07-01,Colorado,CO,18
2015-08-01,Colorado,CO,12
2015-09-01,Colorado,CO,0
2015-10-01,Colorado,CO,0
2015-11-01,Colorado,CO,0
2015-12-01,Colorado,CO,0
2016-01-01,Colorado,CO,0
2016-02-01,Colorado,CO,0
2016-03-01,Colorado,CO,0
2016-04-01,Colorado,CO,0
2016-05-01,Colorado,CO,3
2016-06-01,Colorado,CO,3
2016-07-01,Colorado,CO,18
2016-08-01,Colorado,CO,15
2016-09-01,Colorado,CO,3
2016-10-01,Colorado,CO,0
2016-11-01,Colorado,CO,0
2016-12-01,Colorado,CO,0
2017-01-01,Colorado,CO,0
2017-02-01,Colorado,CO,0
2017-03-01,Colorado,CO,0
2017-04-01,Colorado,CO,0
2017-05-01,Colorado,CO,6
2017-06-01,Colorado,CO,5
2017-07-01,Colorado,CO,22
2017-08-01,Colorado,CO,15
2017-09-01,Colorado,CO,0
2017-10-01,Colorado,CO,0
2017-11-01,Colorado,CO,0
2017-12-01,Colorado,CO,0
2018-01-01,Colorado,CO,0
2018-02-01,Colorado,CO,0
2018-03-01,Colorado,CO,0
2018-04-01,Colorado,CO,0
2018-05-01,Colorado,CO,0
2018-06-01,Colorado,CO,1
2018-07-01,Colorado,CO,31
2018-08-01,Colorado,CO,7
2018-09-01,Colorado,CO,1
2018-10-01,Colorado,CO,0
2018-11-01,Colorado,CO,0
2018-12-01,Colorado,CO,0
2019-01-01,Colorado,CO,3
2019-02-01,Colorado,CO,0
2019-03-01,Colorado,CO,0
2019-04-01,Colorado,CO,0
2019-05-01,Colorado,CO,2
2019-06-01,Colorado,CO,9
2019-07-01,Colorado,CO,49
2019-08-01,Colorado,CO,13
2019-09-01,Colorado,CO,4
2019-10-01,Colorado,CO,0
2019-11-01,Colorado,CO,0
2019-12-01,Colorado,CO,0
2020-01-01,Colorado,CO,0
2020-02-01,Colorado,CO,0
2020-03-01,Colorado,CO,0
2020-04-01,Colorado,CO,0
2020-05-01,Colorado,CO,9
2020-06-01,Colorado,CO,4
2020-07-01,Colorado,CO,44
2020-08-01,Colorado,CO,11
2020-09-01,Colorado,CO,0
2020-10-01,Colorado,CO,0
2020-11-01,Colorado,CO,0
2020-12-01,Colorado,CO,0
2021-01-01,Colorado,CO,0
2021-02-01,Colorado,CO,0
2021-03-01,Colorado,CO,0
2021-04-01,Colorado,CO,0
2021-05-01,Colorado,CO,0
2021-06-01,Colorado,CO,0
2021-07-01,Colorado,CO,0
2021-08-01,Colorado,CO,0
2021-09-01,Colorado,CO,0
2021-10-01,Colorado,CO,0
2021-11-01,Colorado,CO,0
2021-12-01,Colorado,CO,0
2006-01-01,Connecticut,CT,0
2006-02-01,Connecticut,CT,0
2006-03-01,Connecticut,CT,0
2006-04-01,Connecticut,CT,0
2006-05-01,Connecticut,CT,0
2006-06-01,Connecticut,CT,0
2006-07-01,Connecticut,CT,0
2006-08-01,Connecticut,CT,0
2006-09-01,Connecticut,CT,0
2006-10-01,Connecticut,CT,9
2006-11-01,Connecticut,CT,1
2006-12-01,Connecticut,CT,0
2007-01-01,Connecticut,CT,0
2007-02-01,Connecticut,CT,0
2007-03-01,Connecticut,CT,5
2007-04-01,Connecticut,CT,9
2007-05-01,Connecticut,CT,0
2007-06-01,Connecticut,CT,1
2007-07-01,Connecticut,CT,4
2007-08-01,Connecticut,CT,0
2007-09-01,Connecticut,CT,0
2007-10-01,Connecticut,CT,2
2007-11-01,Connecticut,CT,0
2007-12-01,Connecticut,CT,2
2008-01-01,Connecticut,CT,0
2008-02-01,Connecticut,CT,9
2008-03-01,Connecticut,CT,8
2008-04-01,Connecticut,CT,0
2008-05-01,Connecticut,CT,1
2008-06-01,Connecticut,CT,3
2008-07-01,Connecticut,CT,3
2008-08-01,Connecticut,CT,9
2008-09-01,Connecticut,CT,10
2008-10-01,Connecticut,CT,0
2008-11-01,Connecticut,CT,0
2008-12-01,Connecticut,CT,8
2009-01-01,Connecticut,CT,0
2009-02-01,Connecticut,CT,0
2009-03-01,Connecticut,CT,0
2009-04-01,Connecticut,CT,0
2009-05-01,Connecticut,CT,0
2009-06-01,Connecticut,CT,5
2009-07-01,Connecticut,CT,14
2009-08-01,Connecticut,CT,4
2009-09-01,Connecticut,CT,0
2009-10-01,Connecticut,CT,2
2009-11-01,Connecticut,CT,0
2009-12-01,Connecticut,CT,0
2010-01-01,Connecticut,CT,2
2010-02-01,Connecticut,CT,0
2010-03-01,Connecticut,CT,28
2010-04-01,Connecticut,CT,1
2010-05-01,Connecticut,CT,0
2010-06-01,Connecticut,CT,0
2010-07-01,Connecticut,CT,2
2010-08-01,Connecticut,CT,0
2010-09-01,Connecticut,CT,0
2010-10-01,Connecticut,CT,6
2010-11-01,Connecticut,CT,0
2010-12-01,Connecticut,CT,0
2011-01-01,Connecticut,CT,0
2011-02-01,Connecticut,CT,0
2011-03-01,Connecticut,CT,6
2011-04-01,Connecticut,CT,0
2011-05-01,Connecticut,CT,2
2011-06-01,Connecticut,CT,4
2011-07-01,Connecticut,CT,3
2011-08-01,Connecticut,CT,18
2011-09-01,Connecticut,CT,9
2011-10-01,Connecticut,CT,0
2011-11-01,Connecticut,CT,0
2011-12-01,Connecticut,CT,0
2012-01-01,Connecticut,CT,0
2012-02-01,Connecticut,CT,0
2012-03-01,Connecticut,CT,0
2012-04-01,Connecticut,CT,0
2012-05-01,Connecticut,CT,0
2012-06-01,Connecticut,CT,3
2012-07-01,Connecticut,CT,5
2012-08-01,Connecticut,CT,6
2012-09-01,Connecticut,CT,10
2012-10-01,Connecticut,CT,4
2012-11-01,Connecticut,CT,0
2012-12-01,Connecticut,CT,0
2013-01-01,Connecticut,CT,0
2013-02-01,Connecticut,CT,2
2013-03-01,Connecticut,CT,0
2013-04-01,Connecticut,CT,0
2013-05-01,Connecticut,CT,1
2013-06-01,Connecticut,CT,4
2013-07-01,Connecticut,CT,11
2013-08-01,Connecticut,CT,11
2013-09-01,Connecticut,CT,12
2013-10-01,Connecticut,CT,0
2013-11-01,Connecticut,CT,2
2013-12-01,Connecticut,CT,0
2014-01-01,Connecticut,CT,0
2014-02-01,Connecticut,CT,0
2014-03-01,Connecticut,CT,4
2014-04-01,Connecticut,CT,0
2014-05-01,Connecticut,CT,6
2014-06-01,Connecticut,CT,4
2014-07-01,Connecticut,CT,10
2014-08-01,Connecticut,CT,4
2014-09-01,Connecticut,CT,2
2014-10-01,Connecticut,CT,0
2014-11-01,Connecticut,CT,0
2014-12-01,Connecticut,CT,2
2015-01-01,Connecticut,CT,0
2015-02-01,Connecticut,CT,0
2015-03-01,Connecticut,CT,0
2015-04-01,Connecticut,CT,0
2015-05-01,Connecticut,CT,4
2015-06-01,Connecticut,CT,0
2015-07-01,Connecticut,CT,2
2015-08-01,Connecticut,CT,2
2015-09-01,Connecticut,CT,6
2015-10-01,Connecticut,CT,0
2015-11-01,Connecticut,CT,0
2015-12-01,Connecticut,CT,0
2016-01-01,Connecticut,CT,1
2016-02-01,Connecticut,CT,0
2016-03-01,Connecticut,CT,0
2016-04-01,Connecticut,CT,0
2016-05-01,Connecticut,CT,0
2016-06-01,Connecticut,CT,0
2016-07-01,Connecticut,CT,0
2016-08-01,Connecticut,CT,5
2016-09-01,Connecticut,CT,1
2016-10-01,Connecticut,CT,1
2016-11-01,Connecticut,CT,0
2016-12-01,Connecticut,CT,0
2017-01-01,Connecticut,CT,0
2017-02-01,Connecticut,CT,0
2017-03-01,Connecticut,CT,2
2017-04-01,Connecticut,CT,1
2017-05-01,Connecticut,CT,0
2017-06-01,Connecticut,CT,1
2017-07-01,Connecticut,CT,0
2017-08-01,Connecticut,CT,3
2017-09-01,Connecticut,CT,0
2017-10-01,Connecticut,CT,3
2017-11-01,Connecticut,CT,0
2017-12-01,Connecticut,CT,0
2018-01-01,Connecticut,CT,9
2018-02-01,Connecticut,CT,0
2018-03-01,Connecticut,CT,2
2018-04-01,Connecticut,CT,9
2018-05-01,Connecticut,CT,0
2018-06-01,Connecticut,CT,4
2018-07-01,Connecticut,CT,1
2018-08-01,Connecticut,CT,3
2018-09-01,Connecticut,CT,18
2018-10-01,Connecticut,CT,0
2018-11-01,Connecticut,CT,2
2018-12-01,Connecticut,CT,1
2019-01-01,Connecticut,CT,4
2019-02-01,Connecticut,CT,0
2019-03-01,Connecticut,CT,0
2019-04-01,Connecticut,CT,0
2019-05-01,Connecticut,CT,0
2019-06-01,Connecticut,CT,0
2019-07-01,Connecticut,CT,7
2019-08-01,Connecticut,CT,14
2019-09-01,Connecticut,CT,0
2019-10-01,Connecticut,CT,9
2019-11-01,Connecticut,CT,0
2019-12-01,Connecticut,CT,0
2020-01-01,Connecticut,CT,0
2020-02-01,Connecticut,CT,0
2020-03-01,Connecticut,CT,0
2020-04-01,Connecticut,CT,0
2020-05-01,Connecticut,CT,0
2020-06-01,Connecticut,CT,1
2020-07-01,Connecticut,CT,6
2020-08-01,Connecticut,CT,0
2020-09-01,Connecticut,CT,0
2020-10-01,Connecticut,CT,0
2020-11-01,Connecticut,CT,0
2020-12-01,Connecticut,CT,2
2021-01-01,Connecticut,CT,0
2021-02-01,Connecticut,CT,0
2021-03-01,Connecticut,CT,0
2021-04-01,Connecticut,CT,0
2021-05-01,Connecticut,CT,0
2021-06-01,Connecticut,CT,0
2021-07-01,Connecticut,CT,0
2021-08-01,Connecticut,CT,0
2021-09-01,Connecticut,CT,0
2021-10-01,Connecticut,CT,0
2021-11-01,Connecticut,CT,0
2021-12-01,Connecticut,CT,0
2006-01-01,Delaware,DE,0
2006-02-01,Delaware,DE,0
2006-03-01,Delaware,DE,0
2006-04-01,Delaware,DE,0
2006-05-01,Delaware,DE,0
2006-06-01,Delaware,DE,0
2006-07-01,Delaware,DE,0
2006-08-01,Delaware,DE,0
2006-09-01,Delaware,DE,0
2006-10-01,Delaware,DE,6
2006-11-01,Delaware,DE,6
2006-12-01,Delaware,DE,0
2007-01-01,Delaware,DE,2
2007-02-01,Delaware,DE,0
2007-03-01,Delaware,DE,2
2007-04-01,Delaware,DE,4
2007-05-01,Delaware,DE,0
2007-06-01,Delaware,DE,4
2007-07-01,Delaware,DE,2
2007-08-01,Delaware,DE,0
2007-09-01,Delaware,DE,0
2007-10-01,Delaware,DE,4
2007-11-01,Delaware,DE,0
2007-12-01,Delaware,DE,0
2008-01-01,Delaware,DE,0
2008-02-01,Delaware,DE,1
2008-03-01,Delaware,DE,1
2008-04-01,Delaware,DE,0
2008-05-01,Delaware,DE,4
2008-06-01,Delaware,DE,1
2008-07-01,Delaware,DE,2
2008-08-01,Delaware,DE,2
2008-09-01,Delaware,DE,0
2008-10-01,Delaware,DE,0
2008-11-01,Delaware,DE,0
2008-12-01,Delaware,DE,1
2009-01-01,Delaware,DE,0
2009-02-01,Delaware,DE,0
2009-03-01,Delaware,DE,0
2009-04-01,Delaware,DE,0
2009-05-01,Delaware,DE,0
2009-06-01,Delaware,DE,2
2009-07-01,Delaware,DE,0
2009-08-01,Delaware,DE,3
2009-09-01,Delaware,DE,2
2009-10-01,Delaware,DE,6
2009-11-01,Delaware,DE,3
2009-12-01,Delaware,DE,5
2010-01-01,Delaware,DE,1
2010-02-01,Delaware,DE,0
2010-03-01,Delaware,DE,4
2010-04-01,Delaware,DE,0
2010-05-01,Delaware,DE,0
2010-06-01,Delaware,DE,0
2010-07-01,Delaware,DE,2
2010-08-01,Delaware,DE,1
2010-09-01,Delaware,DE,0
2010-10-01,Delaware,DE,1
2010-11-01,Delaware,DE,0
2010-12-01,Delaware,DE,1
2011-01-01,Delaware,DE,0
2011-02-01,Delaware,DE,0
2011-03-01,Delaware,DE,1
2011-04-01,Delaware,DE,2
2011-05-01,Delaware,DE,0
2011-06-01,Delaware,DE,0
2011-07-01,Delaware,DE,2
2011-08-01,Delaware,DE,10
2011-09-01,Delaware,DE,4
2011-10-01,Delaware,DE,2
2011-11-01,Delaware,DE,1
2011-12-01,Delaware,DE,2
2012-01-01,Delaware,DE,1
2012-02-01,Delaware,DE,0
2012-03-01,Delaware,DE,0
2012-04-01,Delaware,DE,0
2012-05-01,Delaware,DE,0
2012-06-01,Delaware,DE,5
2012-07-01,Delaware,DE,0
2012-08-01,Delaware,DE,2
2012-09-01,Delaware,DE,2
2012-10-01,Delaware,DE,7
2012-11-01,Delaware,DE,0
2012-12-01,Delaware,DE,2
2013-01-01,Delaware,DE,1
2013-02-01,Delaware,DE,0
2013-03-01,Delaware,DE,5
2013-04-01,Delaware,DE,0
2013-05-01,Delaware,DE,0
2013-06-01,Delaware,DE,11
2013-07-01,Delaware,DE,12
2013-08-01,Delaware,DE,5
2013-09-01,Delaware,DE,0
2013-10-01,Delaware,DE,2
2013-11-01,Delaware,DE,2
2013-12-01,Delaware,DE,2
2014-01-01,Delaware,DE,0
2014-02-01,Delaware,DE,1
2014-03-01,Delaware,DE,0
2014-04-01,Delaware,DE,4
2014-05-01,Delaware,DE,6
2014-06-01,Delaware,DE,6
2014-07-01,Delaware,DE,2
2014-08-01,Delaware,DE,6
2014-09-01,Delaware,DE,0
2014-10-01,Delaware,DE,0
2014-11-01,Delaware,DE,0
2014-12-01,Delaware,DE,4
2015-01-01,Delaware,DE,2
2015-02-01,Delaware,DE,0
2015-03-01,Delaware,DE,0
2015-04-01,Delaware,DE,4
2015-05-01,Delaware,DE,0
2015-06-01,Delaware,DE,6
2015-07-01,Delaware,DE,4
2015-08-01,Delaware,DE,0
2015-09-01,Delaware,DE,0
2015-10-01,Delaware,DE,3
2015-11-01,Delaware,DE,0
2015-12-01,Delaware,DE,0
2016-01-01,Delaware,DE,1
2016-02-01,Delaware,DE,8
2016-03-01,Delaware,DE,0
2016-04-01,Delaware,DE,0
2016-05-01,Delaware,DE,2
2016-06-01,Delaware,DE,0
2016-07-01,Delaware,DE,0
2016-08-01,Delaware,DE,1
2016-09-01,Delaware,DE,14
2016-10-01,Delaware,DE,1
2016-11-01,Delaware,DE,0
2016-12-01,Delaware,DE,0
2017-01-01,Delaware,DE,1
2017-02-01,Delaware,DE,0
2017-03-01,Delaware,DE,15
2017-04-01,Delaware,DE,0
2017-05-01,Delaware,DE,0
2017-06-01,Delaware,DE,0
2017-07-01,Delaware,DE,24
2017-08-01,Delaware,DE,15
2017-09-01,Delaware,DE,6
2017-10-01,Delaware,DE,0
2017-11-01,Delaware,DE,0
2017-12-01,Delaware,DE,0
2018-01-01,Delaware,DE,0
2018-02-01,Delaware,DE,4
2018-03-01,Delaware,DE,2
2018-04-01,Delaware,DE,2
2018-05-01,Delaware,DE,2
2018-06-01,Delaware,DE,7
2018-07-01,Delaware,DE,0
2018-08-01,Delaware,DE,8
2018-09-01,Delaware,DE,11
2018-10-01,Delaware,DE,0
2018-11-01,Delaware,DE,0
2018-12-01,Delaware,DE,0
2019-01-01,Delaware,DE,0
2019-02-01,Delaware,DE,0
2019-03-01,Delaware,DE,0
2019-04-01,Delaware,DE,0
2019-05-01,Delaware,DE,0
2019-06-01,Delaware,DE,5
2019-07-01,Delaware,DE,1
2019-08-01,Delaware,DE,0
2019-09-01,Delaware,DE,0
2019-10-01,Delaware,DE,6
2019-11-01,Delaware,DE,0
2019-12-01,Delaware,DE,0
2020-01-01,Delaware,DE,0
2020-02-01,Delaware,DE,0
2020-03-01,Delaware,DE,0
2020-04-01,Delaware,DE,0
2020-05-01,Delaware,DE,0
2020-06-01,Delaware,DE,1
2020-07-01,Delaware,DE,4
2020-08-01,Delaware,DE,30
2020-09-01,Delaware,DE,0
2020-10-01,Delaware,DE,2
2020-11-01,Delaware,DE,0
2020-12-01,Delaware,DE,0
2021-01-01,Delaware,DE,0
2021-02-01,Delaware,DE,0
2021-03-01,Delaware,DE,0
2021-04-01,Delaware,DE,0
2021-05-01,Delaware,DE,0
2021-06-01,Delaware,DE,0
2021-07-01,Delaware,DE,0
2021-08-01,Delaware,DE,0
2021-09-01,Delaware,DE,0
2021-10-01,Delaware,DE,0
2021-11-01,Delaware,DE,0
2021-12-01,Delaware,DE,0
2006-01-01,Florida,FL,0
2006-02-01,Florida,FL,0
2006-03-01,Florida,FL,0
2006-04-01,Florida,FL,0
2006-05-01,Florida,FL,0
2006-06-01,Florida,FL,0
2006-07-01,Florida,FL,0
2006-08-01,Florida,FL,0
2006-09-01,Florida,FL,0
2006-10-01,Florida,FL,3
2006-11-01,Florida,FL,0
2006-12-01,Florida,FL,1
2007-01-01,Florida,FL,0
2007-02-01,Florida,FL,4
2007-03-01,Florida,FL,0
2007-04-01,Florida,FL,0
2007-05-01,Florida,FL,5
2007-06-01,Florida,FL,0
2007-07-01,Florida,FL,1
2007-08-01,Florida,FL,1
2007-09-01,Florida,FL,4
2007-10-01,Florida,FL,10
2007-11-01,Florida,FL,0
2007-12-01,Florida,FL,0
2008-01-01,Florida,FL,2
2008-02-01,Florida,FL,4
2008-03-01,Florida,FL,1
2008-04-01,Florida,FL,4
2008-05-01,Florida,FL,2
2008-06-01,Florida,FL,0
2008-07-01,Florida,FL,3
2008-08-01,Florida,FL,25
2008-09-01,Florida,FL,4
2008-10-01,Florida,FL,7
2008-11-01,Florida,FL,2
2008-12-01,Florida,FL,3
2009-01-01,Florida,FL,0
2009-02-01,Florida,FL,0
2009-03-01,Florida,FL,9
2009-04-01,Florida,FL,24
2009-05-01,Florida,FL,8
2009-06-01,Florida,FL,3
2009-07-01,Florida,FL,5
2009-08-01,Florida,FL,3
2009-09-01,Florida,FL,5
2009-10-01,Florida,FL,0
2009-11-01,Florida,FL,5
2009-12-01,Florida,FL,10
2010-01-01,Florida,FL,20
2010-02-01,Florida,FL,2
2010-03-01,Florida,FL,1
2010-04-01,Florida,FL,0
2010-05-01,Florida,FL,4
2010-06-01,Florida,FL,3
2010-07-01,Florida,FL,2
2010-08-01,Florida,FL,2
2010-09-01,Florida,FL,1
2010-10-01,Florida,FL,0
2010-11-01,Florida,FL,5
2010-12-01,Florida,FL,0
2011-01-01,Florida,FL,0
2011-02-01,Florida,FL,1
2011-03-01,Florida,FL,0
2011-04-01,Florida,FL,0
2011-05-01,Florida,FL,0
2011-06-01,Florida,FL,0
2011-07-01,Florida,FL,0
2011-08-01,Florida,FL,0
2011-09-01,Florida,FL,2
2011-10-01,Florida,FL,11
2011-11-01,Florida,FL,0
2011-12-01,Florida,FL,0
2012-01-01,Florida,FL,0
2012-02-01,Florida,FL,3
2012-03-01,Florida,FL,2
2012-04-01,Florida,FL,1
2012-05-01,Florida,FL,10
2012-06-01,Florida,FL,41
2012-07-01,Florida,FL,1
2012-08-01,Florida,FL,18
2012-09-01,Florida,FL,9
2012-10-01,Florida,FL,7
2012-11-01,Florida,FL,0
2012-12-01,Florida,FL,1
2013-01-01,Florida,FL,0
2013-02-01,Florida,FL,13
2013-03-01,Florida,FL,0
2013-04-01,Florida,FL,1
2013-05-01,Florida,FL,21
2013-06-01,Florida,FL,4
2013-07-01,Florida,FL,46
2013-08-01,Florida,FL,28
2013-09-01,Florida,FL,2
2013-10-01,Florida,FL,8
2013-11-01,Florida,FL,8
2013-12-01,Florida,FL,0
2014-01-01,Florida,FL,6
2014-02-01,Florida,FL,4
2014-03-01,Florida,FL,12
2014-04-01,Florida,FL,202
2014-05-01,Florida,FL,22
2014-06-01,Florida,FL,0
2014-07-01,Florida,FL,2
2014-08-01,Florida,FL,2
2014-09-01,Florida,FL,16
2014-10-01,Florida,FL,12
2014-11-01,Florida,FL,0
2014-12-01,Florida,FL,8
2015-01-01,Florida,FL,0
2015-02-01,Florida,FL,8
2015-03-01,Florida,FL,0
2015-04-01,Florida,FL,38
2015-05-01,Florida,FL,0
